State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Unnamed: 6,Unnamed: 7
Uttar Pradesh,37. Hathras,2014 - 2015,"82,134.00","191,947.00",2.34,,
Uttar Pradesh,37. Hathras,2015 - 2016,"75,908.00","265,298.00",3.49,,
Uttar Pradesh,37. Hathras,2016 - 2017,"78,656.00","319,815.00",4.07,,
Uttar Pradesh,37. Hathras,2017 - 2018,"82,643.00","312,225.00",3.78,,
Uttar Pradesh,37. Hathras,2018 - 2019,"81,137.00","336,232.00",4.14,,
Uttar Pradesh,37. Hathras,2019 - 2020,"82,795.00","330,683.00",3.99,,
Uttar Pradesh,37. Hathras,2020 - 2021,"82,467.00","337,785.00",4.1,,
Uttar Pradesh,37. Hathras,2021 - 2022,"85,798.00","340,446.00",3.97,,
Uttar Pradesh,37. Hathras,2022 - 2023,"78,596.00","316,585.00",4.03,,
Uttar Pradesh,38. Jalaun,1997 - 1998,"107,680.00","246,624.00",2.29,,
Uttar Pradesh,38. Jalaun,1998 - 1999,"102,623.00","292,601.00",2.85,,
Uttar Pradesh,38. Jalaun,1999 - 2000,"115,812.00","377,398.00",3.26,,
Uttar Pradesh,38. Jalaun,2000 - 2001,"117,674.00","339,140.00",2.88,,
Uttar Pradesh,38. Jalaun,2001 - 2002,"125,152.00","412,320.00",3.29,,
Uttar Pradesh,38. Jalaun,2002 - 2003,"127,202.00","388,518.00",3.05,,
Uttar Pradesh,38. Jalaun,2003 - 2004,"130,683.00","389,793.00",2.98,,
Uttar Pradesh,38. Jalaun,2004 - 2005,"116,483.00","370,251.00",3.18,,
Uttar Pradesh,38. Jalaun,2005 - 2006,"121,025.00","372,083.00",3.07,,
Uttar Pradesh,38. Jalaun,2006 - 2007,"116,484.00","328,038.00",2.82,,
Uttar Pradesh,38. Jalaun,2007 - 2008,"103,722.00","174,829.00",1.69,,
Uttar Pradesh,38. Jalaun,2008 - 2009,"157,937.00","498,571.00",3.16,,
Uttar Pradesh,38. Jalaun,2009 - 2010,"143,554.00","401,291.00",2.8,,
Uttar Pradesh,38. Jalaun,2010 - 2011,"135,223.00","432,152.00",3.2,,
Uttar Pradesh,38. Jalaun,2011 - 2012,"142,049.00","477,297.00",3.36,,
Uttar Pradesh,38. Jalaun,2012 - 2013,"145,440.00","467,112.00",3.21,,
Uttar Pradesh,38. Jalaun,2013 - 2014,"149,458.00","445,320.00",2.98,,
Uttar Pradesh,38. Jalaun,2014 - 2015,"155,125.00","206,239.00",1.33,,
Uttar Pradesh,38. Jalaun,2015 - 2016,"158,550.00","298,118.00",1.88,,
Uttar Pradesh,38. Jalaun,2016 - 2017,"147,427.00","547,846.00",3.72,,
Uttar Pradesh,38. Jalaun,2017 - 2018,"160,362.00","581,167.00",3.62,,
Uttar Pradesh,38. Jalaun,2018 - 2019,"143,818.00","534,094.00",3.71,,
Uttar Pradesh,38. Jalaun,2019 - 2020,"149,023.00","556,303.00",3.73,,
Uttar Pradesh,38. Jalaun,2020 - 2021,"144,371.00","532,022.00",3.69,,
Uttar Pradesh,38. Jalaun,2021 - 2022,"135,801.00","465,118.00",3.42,,
Uttar Pradesh,38. Jalaun,2022 - 2023,"163,199.00","583,926.00",3.58,,
Uttar Pradesh,39. Jaunpur,1997 - 1998,"183,914.00","432,462.00",2.35,,
Uttar Pradesh,39. Jaunpur,1998 - 1999,"187,329.00","425,697.00",2.27,,
Uttar Pradesh,39. Jaunpur,1999 - 2000,"188,020.00","442,667.00",2.35,,
Uttar Pradesh,39. Jaunpur,2000 - 2001,"185,685.00","478,279.00",2.58,,
Uttar Pradesh,39. Jaunpur,2001 - 2002,"187,032.00","452,739.00",2.42,,
Uttar Pradesh,39. Jaunpur,2002 - 2003,"188,178.00","436,832.00",2.32,,
Uttar Pradesh,39. Jaunpur,2003 - 2004,"196,337.00","463,089.00",2.36,,
Uttar Pradesh,39. Jaunpur,2004 - 2005,"193,364.00","404,269.00",2.09,,
Uttar Pradesh,39. Jaunpur,2005 - 2006,"174,791.00","416,702.00",2.38,,
Uttar Pradesh,39. Jaunpur,2006 - 2007,"193,364.00","518,796.00",2.68,,
Uttar Pradesh,39. Jaunpur,2007 - 2008,"196,970.00","521,380.00",2.65,,
Uttar Pradesh,39. Jaunpur,2008 - 2009,"188,256.00","538,224.00",2.86,,
Uttar Pradesh,39. Jaunpur,2009 - 2010,"201,324.00","547,803.00",2.72,,
Uttar Pradesh,39. Jaunpur,2010 - 2011,"208,204.00","594,006.00",2.85,,
Uttar Pradesh,39. Jaunpur,2011 - 2012,"205,686.00","654,758.00",3.18,,
Uttar Pradesh,39. Jaunpur,2012 - 2013,"210,453.00","655,140.00",3.11,,
Uttar Pradesh,39. Jaunpur,2013 - 2014,"210,671.00","602,940.00",2.86,,
Uttar Pradesh,39. Jaunpur,2014 - 2015,"209,445.00","405,486.00",1.94,,
Uttar Pradesh,39. Jaunpur,2015 - 2016,"219,050.00","582,892.00",2.66,,
Uttar Pradesh,39. Jaunpur,2016 - 2017,"206,881.00","668,226.00",3.23,,
Uttar Pradesh,39. Jaunpur,2017 - 2018,"207,669.00","735,148.00",3.54,,
Uttar Pradesh,39. Jaunpur,2018 - 2019,"211,334.00","784,260.00",3.71,,
Uttar Pradesh,39. Jaunpur,2019 - 2020,"210,908.00","758,214.00",3.59,,
Uttar Pradesh,39. Jaunpur,2020 - 2021,"209,293.00","773,966.00",3.7,,
Uttar Pradesh,39. Jaunpur,2021 - 2022,"218,144.00","872,794.00",4.0,,
Uttar Pradesh,39. Jaunpur,2022 - 2023,"215,069.00","857,265.00",3.99,,
Uttar Pradesh,40. Jhansi,1997 - 1998,"126,332.00","283,802.00",2.25,,
Uttar Pradesh,40. Jhansi,1998 - 1999,"118,757.00","260,926.00",2.2,,
Uttar Pradesh,40. Jhansi,1999 - 2000,"129,179.00","338,754.00",2.62,,
Uttar Pradesh,40. Jhansi,2000 - 2001,"128,977.00","298,897.00",2.32,,
Uttar Pradesh,40. Jhansi,2001 - 2002,"130,628.00","363,138.00",2.78,,
Uttar Pradesh,40. Jhansi,2002 - 2003,"119,796.00","306,875.00",2.56,,
Uttar Pradesh,40. Jhansi,2003 - 2004,"125,419.00","329,689.00",2.63,,
Uttar Pradesh,40. Jhansi,2004 - 2005,"105,343.00","240,036.00",2.28,,
Uttar Pradesh,40. Jhansi,2005 - 2006,"126,839.00","263,023.00",2.07,,
Uttar Pradesh,40. Jhansi,2006 - 2007,"112,811.00","234,758.00",2.08,,
Uttar Pradesh,40. Jhansi,2007 - 2008,"101,013.00","191,527.00",1.9,,
Uttar Pradesh,40. Jhansi,2008 - 2009,"116,956.00","318,318.00",2.72,,
Uttar Pradesh,40. Jhansi,2009 - 2010,"128,909.00","319,425.00",2.48,,
Uttar Pradesh,40. Jhansi,2010 - 2011,"142,456.00","384,439.00",2.7,,
Uttar Pradesh,40. Jhansi,2011 - 2012,"178,532.00","558,556.00",3.13,,
Uttar Pradesh,40. Jhansi,2012 - 2013,"156,091.00","434,532.00",2.78,,
Uttar Pradesh,40. Jhansi,2013 - 2014,"153,384.00","235,384.00",1.53,,
Uttar Pradesh,40. Jhansi,2014 - 2015,"155,061.00","183,641.00",1.18,,
Uttar Pradesh,40. Jhansi,2015 - 2016,"159,541.00","337,585.00",2.12,,
Uttar Pradesh,40. Jhansi,2016 - 2017,"167,702.00","514,967.00",3.07,,
Uttar Pradesh,40. Jhansi,2017 - 2018,"149,640.00","394,006.00",2.63,,
Uttar Pradesh,40. Jhansi,2018 - 2019,"182,907.00","595,918.00",3.26,,
Uttar Pradesh,40. Jhansi,2019 - 2020,"148,822.00","508,550.00",3.42,,
Uttar Pradesh,40. Jhansi,2020 - 2021,"153,236.00","463,806.00",3.03,,
Uttar Pradesh,40. Jhansi,2021 - 2022,"132,473.00","448,421.00",3.38,,
Uttar Pradesh,40. Jhansi,2022 - 2023,"139,381.00","478,634.00",3.43,,
Uttar Pradesh,41. Kannauj,1997 - 1998,"74,492.00","228,029.00",3.06,,
Uttar Pradesh,41. Kannauj,1998 - 1999,"74,968.00","259,444.00",3.46,,
Uttar Pradesh,41. Kannauj,1999 - 2000,"76,983.00","262,872.00",3.41,,
Uttar Pradesh,41. Kannauj,2000 - 2001,"78,524.00","279,793.00",3.56,,
Uttar Pradesh,41. Kannauj,2001 - 2002,"76,950.00","235,689.00",3.06,,
Uttar Pradesh,41. Kannauj,2002 - 2003,"73,959.00","206,337.00",2.79,,
Uttar Pradesh,41. Kannauj,2003 - 2004,"75,218.00","245,740.00",3.27,,
Uttar Pradesh,41. Kannauj,2004 - 2005,"72,942.00","227,285.00",3.12,,
Uttar Pradesh,41. Kannauj,2005 - 2006,"75,236.00","251,799.00",3.35,,
Uttar Pradesh,41. Kannauj,2006 - 2007,"74,147.00","258,686.00",3.49,,
Uttar Pradesh,41. Kannauj,2007 - 2008,"73,305.00","255,343.00",3.48,,
Uttar Pradesh,41. Kannauj,2008 - 2009,"75,066.00","268,557.00",3.58,,
Uttar Pradesh,41. Kannauj,2009 - 2010,"72,427.00","250,571.00",3.46,,
Uttar Pradesh,41. Kannauj,2010 - 2011,"73,545.00","262,612.00",3.57,,
Uttar Pradesh,41. Kannauj,2011 - 2012,"74,109.00","277,001.00",3.74,,
Uttar Pradesh,41. Kannauj,2012 - 2013,"70,105.00","268,920.00",3.84,,
Uttar Pradesh,41. Kannauj,2013 - 2014,"77,569.00","297,075.00",3.83,,
Uttar Pradesh,41. Kannauj,2014 - 2015,"76,686.00","108,049.00",1.41,,
Uttar Pradesh,41. Kannauj,2015 - 2016,"70,564.00","229,316.00",3.25,,
Uttar Pradesh,41. Kannauj,2016 - 2017,"80,792.00","332,771.00",4.12,,
Uttar Pradesh,41. Kannauj,2017 - 2018,"75,546.00","342,450.00",4.53,,
Uttar Pradesh,41. Kannauj,2018 - 2019,"78,024.00","358,888.00",4.6,,
Uttar Pradesh,41. Kannauj,2019 - 2020,"78,249.00","348,180.00",4.45,,
Uttar Pradesh,41. Kannauj,2020 - 2021,"76,169.00","315,245.00",4.14,,
Uttar Pradesh,41. Kannauj,2021 - 2022,"79,473.00","306,289.00",3.85,,
Uttar Pradesh,41. Kannauj,2022 - 2023,"65,342.00","260,584.00",3.99,,
Uttar Pradesh,42. Kanpur dehat,1997 - 1998,"99,835.00","281,182.00",2.82,,
Uttar Pradesh,42. Kanpur dehat,1998 - 1999,"100,380.00","325,983.00",3.25,,
Uttar Pradesh,42. Kanpur dehat,2003 - 2004,"119,071.00","447,734.00",3.76,,
Uttar Pradesh,42. Kanpur dehat,2004 - 2005,"116,802.00","377,903.00",3.24,,
Uttar Pradesh,42. Kanpur dehat,2005 - 2006,"99,562.00","304,537.00",3.06,,
Uttar Pradesh,42. Kanpur dehat,2006 - 2007,"112,329.00","386,438.00",3.44,,
Uttar Pradesh,42. Kanpur dehat,2007 - 2008,"119,298.00","394,367.00",3.31,,
Uttar Pradesh,42. Kanpur dehat,2008 - 2009,"118,454.00","437,945.00",3.7,,
Uttar Pradesh,42. Kanpur dehat,2009 - 2010,"119,223.00","412,472.00",3.46,,
Uttar Pradesh,42. Kanpur dehat,2010 - 2011,"111,495.00","435,774.00",3.91,,
Uttar Pradesh,42. Kanpur dehat,2011 - 2012,"122,856.00","486,582.00",3.96,,
Uttar Pradesh,42. Kanpur dehat,2012 - 2013,"120,580.00","435,969.00",3.62,,
Uttar Pradesh,42. Kanpur dehat,2013 - 2014,"127,503.00","457,446.00",3.59,,
Uttar Pradesh,42. Kanpur dehat,2014 - 2015,"122,103.00","203,542.00",1.67,,
Uttar Pradesh,42. Kanpur dehat,2015 - 2016,"123,990.00","373,499.00",3.01,,
Uttar Pradesh,42. Kanpur dehat,2016 - 2017,"121,200.00","556,044.00",4.59,,
Uttar Pradesh,42. Kanpur dehat,2017 - 2018,"120,743.00","517,022.00",4.28,,
Uttar Pradesh,42. Kanpur dehat,2018 - 2019,"120,774.00","535,103.00",4.43,,
Uttar Pradesh,42. Kanpur dehat,2019 - 2020,"122,451.00","520,962.00",4.25,,
Uttar Pradesh,42. Kanpur dehat,2020 - 2021,"122,414.00","498,444.00",4.07,,
Uttar Pradesh,42. Kanpur dehat,2021 - 2022,"125,428.00","475,874.00",3.79,,
Uttar Pradesh,42. Kanpur dehat,2022 - 2023,"124,650.00","503,835.00",4.04,,
Uttar Pradesh,43. Kanpur nagar,1997 - 1998,"100,821.00","301,675.00",2.99,,
Uttar Pradesh,43. Kanpur nagar,1998 - 1999,"102,090.00","317,626.00",3.11,,
Uttar Pradesh,43. Kanpur nagar,1999 - 2000,"203,576.00","666,531.00",3.27,,
Uttar Pradesh,43. Kanpur nagar,2000 - 2001,"209,038.00","647,014.00",3.1,,
Uttar Pradesh,43. Kanpur nagar,2001 - 2002,"219,787.00","723,117.00",3.29,,
Uttar Pradesh,43. Kanpur nagar,2002 - 2003,"217,858.00","642,237.00",2.95,,
Uttar Pradesh,43. Kanpur nagar,2003 - 2004,"98,981.00","325,992.00",3.29,,
Uttar Pradesh,43. Kanpur nagar,2004 - 2005,"103,011.00","265,513.00",2.58,,
Uttar Pradesh,43. Kanpur nagar,2005 - 2006,"89,745.00","250,922.00",2.8,,
Uttar Pradesh,43. Kanpur nagar,2006 - 2007,"89,726.00","270,138.00",3.01,,
Uttar Pradesh,43. Kanpur nagar,2007 - 2008,"99,847.00","266,372.00",2.67,,
Uttar Pradesh,43. Kanpur nagar,2008 - 2009,"101,671.00","298,443.00",2.94,,
Uttar Pradesh,43. Kanpur nagar,2009 - 2010,"100,134.00","295,050.00",2.95,,
Uttar Pradesh,43. Kanpur nagar,2010 - 2011,"101,518.00","353,250.00",3.48,,
Uttar Pradesh,43. Kanpur nagar,2011 - 2012,"102,955.00","356,662.00",3.46,,
Uttar Pradesh,43. Kanpur nagar,2012 - 2013,"106,886.00","380,275.00",3.56,,
Uttar Pradesh,43. Kanpur nagar,2013 - 2014,"102,821.00","395,335.00",3.84,,
Uttar Pradesh,43. Kanpur nagar,2014 - 2015,"102,753.00","155,171.00",1.51,,
Uttar Pradesh,43. Kanpur nagar,2015 - 2016,"101,576.00","215,746.00",2.12,,
Uttar Pradesh,43. Kanpur nagar,2016 - 2017,"104,388.00","424,316.00",4.06,,
Uttar Pradesh,43. Kanpur nagar,2017 - 2018,"106,047.00","408,721.00",3.85,,
Uttar Pradesh,43. Kanpur nagar,2018 - 2019,"103,752.00","432,278.00",4.17,,
Uttar Pradesh,43. Kanpur nagar,2019 - 2020,"102,937.00","418,465.00",4.07,,
Uttar Pradesh,43. Kanpur nagar,2020 - 2021,"103,150.00","407,211.00",3.95,,
Uttar Pradesh,43. Kanpur nagar,2021 - 2022,"106,742.00","371,142.00",3.48,,
Uttar Pradesh,43. Kanpur nagar,2022 - 2023,"103,833.00","407,129.00",3.92,,
Uttar Pradesh,44. Kasganj,2009 - 2010,"94,515.00","278,914.00",2.95,,
Uttar Pradesh,44. Kasganj,2010 - 2011,"93,870.00","319,064.00",3.4,,
Uttar Pradesh,44. Kasganj,2011 - 2012,"95,125.00","345,875.00",3.64,,
Uttar Pradesh,44. Kasganj,2012 - 2013,"94,210.00","320,314.00",3.4,,
Uttar Pradesh,44. Kasganj,2013 - 2014,"97,331.00","342,897.00",3.52,,
Uttar Pradesh,44. Kasganj,2014 - 2015,"98,653.00","229,467.00",2.33,,
Uttar Pradesh,44. Kasganj,2015 - 2016,"96,881.00","298,781.00",3.08,,
Uttar Pradesh,44. Kasganj,2016 - 2017,"96,241.00","357,343.00",3.71,,
Uttar Pradesh,44. Kasganj,2017 - 2018,"94,430.00","375,265.00",3.97,,
Uttar Pradesh,44. Kasganj,2018 - 2019,"97,339.00","415,053.00",4.26,,
